key,verdict,codes,canonical_file,actual_file,back_screen_key,canonical_surface,actual_surface,canonical_resolution,actual_resolution,centered,bbox_size,backdrop_region,blur_dim_equivalence,back_screen_dependency,metrics
suite:dbt-practice-non-judgmental@dark,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-non-judgmental-dark-960x600.png,suite-dbt-practice-non-judgmental-dark-960x600.png,suite:dbt-library@dark,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.9557, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-non-judgmental@light,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-non-judgmental-light-960x600.png,suite-dbt-practice-non-judgmental-light-960x600.png,suite:dbt-library@light,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.6437, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-observe-describe@dark,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-observe-describe-dark-960x600.png,suite-dbt-practice-observe-describe-dark-960x600.png,suite:dbt-library@dark,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.9557, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-observe-describe@light,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-observe-describe-light-960x600.png,suite-dbt-practice-observe-describe-light-960x600.png,suite:dbt-library@light,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.6437, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-opposite-action@dark,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-opposite-action-dark-960x600.png,suite-dbt-practice-opposite-action-dark-960x600.png,suite:dbt-library@dark,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.9557, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-opposite-action@light,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-opposite-action-light-960x600.png,suite-dbt-practice-opposite-action-light-960x600.png,suite:dbt-library@light,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.6437, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-participate@dark,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-participate-dark-960x600.png,suite-dbt-practice-participate-dark-960x600.png,suite:dbt-library@dark,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.9557, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-participate@light,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-participate-light-960x600.png,suite-dbt-practice-participate-light-960x600.png,suite:dbt-library@light,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.6437, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-please@dark,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-please-dark-960x600.png,suite-dbt-practice-please-dark-960x600.png,suite:dbt-library@dark,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.9557, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-please@light,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-please-light-960x600.png,suite-dbt-practice-please-light-960x600.png,suite:dbt-library@light,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.6437, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-problem-solving@dark,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-problem-solving-dark-960x600.png,suite-dbt-practice-problem-solving-dark-960x600.png,suite:dbt-library@dark,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.9557, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-problem-solving@light,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-problem-solving-light-960x600.png,suite-dbt-practice-problem-solving-light-960x600.png,suite:dbt-library@light,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.6437, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-radical-acceptance@dark,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-radical-acceptance-dark-960x600.png,suite-dbt-practice-radical-acceptance-dark-960x600.png,suite:dbt-library@dark,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.9557, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-radical-acceptance@light,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-radical-acceptance-light-960x600.png,suite-dbt-practice-radical-acceptance-light-960x600.png,suite:dbt-library@light,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.6437, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-self-soothe@dark,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-self-soothe-dark-960x600.png,suite-dbt-practice-self-soothe-dark-960x600.png,suite:dbt-library@dark,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.9557, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-self-soothe@light,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-self-soothe-light-960x600.png,suite-dbt-practice-self-soothe-light-960x600.png,suite:dbt-library@light,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.6437, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-stop@dark,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-stop-dark-960x600.png,suite-dbt-practice-stop-dark-960x600.png,suite:dbt-library@dark,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.9557, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-stop@light,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-stop-light-960x600.png,suite-dbt-practice-stop-light-960x600.png,suite:dbt-library@light,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.6437, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-tipp@dark,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-tipp-dark-960x600.png,suite-dbt-practice-tipp-dark-960x600.png,suite:dbt-library@dark,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.9557, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-tipp@light,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-tipp-light-960x600.png,suite-dbt-practice-tipp-light-960x600.png,suite:dbt-library@light,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.6437, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-validation-limits@dark,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-validation-limits-dark-960x600.png,suite-dbt-practice-validation-limits-dark-960x600.png,suite:dbt-library@dark,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.9557, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-validation-limits@light,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-validation-limits-light-960x600.png,suite-dbt-practice-validation-limits-light-960x600.png,suite:dbt-library@light,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.6437, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-wise-mind@dark,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-wise-mind-dark-960x600.png,suite-dbt-practice-wise-mind-dark-960x600.png,suite:dbt-library@dark,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.9557, ""canonical_image_size"": ""960x600""}"
suite:dbt-practice-wise-mind@light,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-wise-mind-light-960x600.png,suite-dbt-practice-wise-mind-light-960x600.png,suite:dbt-library@light,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.6437, ""canonical_image_size"": ""960x600""}"
